pdb	ch	ipr
4kyi	H	IPR027417
4kyu	A	IPR027417
4kyu	B	IPR027417
4l15	A	IPR027417
4l16	A	IPR027417
4l4u	A	IPR027417
4l5b	A	IPR027417
4l5b	B	IPR027417
4l79	A	IPR027417
4l8g	A	IPR027417
4l9s	A	IPR027417
4l9w	A	IPR027417
4lbv	A	IPR027417
4lbw	A	IPR027417
4lby	A	IPR027417
4lbz	A	IPR027417
4lc0	A	IPR027417
4lc1	A	IPR027417
4lc1	B	IPR027417
4lcb	A	IPR027417
4ldj	A	IPR027417
4lgm	A	IPR027417
4lhv	A	IPR027417
4lhv	B	IPR027417
4lhv	C	IPR027417
4lhv	D	IPR027417
4lhv	E	IPR027417
4lhw	A	IPR027417
4lhw	B	IPR027417
4lhw	C	IPR027417
4lhw	D	IPR027417
4lhw	E	IPR027417
4lhx	A	IPR027417
4lhx	B	IPR027417
4lhy	A	IPR027417
4lhy	B	IPR027417
4lhz	A	IPR027417
4lhz	B	IPR027417
4li0	A	IPR027417
4li0	B	IPR027417
4lj4	A	IPR027417
4lj5	A	IPR027417
4lj6	A	IPR027417
4lj7	A	IPR027417
4lj7	B	IPR027417
4lj7	C	IPR027417
4lj8	A	IPR027417
4lj9	A	IPR027417
4lja	A	IPR027417
4ljy	A	IPR027417
4lk2	A	IPR027417
4lk2	B	IPR027417
4lkv	A	IPR027417
4lkv	B	IPR027417
4lkv	C	IPR027417
4lkv	D	IPR027417
4lnu	K	IPR027417
4loa	A	IPR027417
4loa	B	IPR027417
4lpk	A	IPR027417
4lpk	B	IPR027417
4lps	A	IPR027417
4lps	B	IPR027417
4lrw	A	IPR027417
4lrw	B	IPR027417
4lsg	A	IPR027417
4lsg	B	IPR027417
4luc	A	IPR027417
4luc	B	IPR027417
4lv5	B	IPR027417
4lv6	A	IPR027417
4lv6	B	IPR027417
4lv8	B	IPR027417
4lwz	A	IPR027417
4lwz	C	IPR027417
4lx0	A	IPR027417
4lx0	C	IPR027417
4ly6	A	IPR027417
4ly6	B	IPR027417
4ly6	C	IPR027417
4ly6	D	IPR027417
4ly6	E	IPR027417
4ly6	F	IPR027417
4ly6	G	IPR027417
4ly6	H	IPR027417
4ly6	I	IPR027417
4ly6	J	IPR027417
4ly6	K	IPR027417
4ly6	L	IPR027417
4ly6	M	IPR027417
4ly6	N	IPR027417
4ly6	O	IPR027417
4ly6	P	IPR027417
4ly6	Q	IPR027417
4ly6	R	IPR027417
4ly6	S	IPR027417
4ly6	T	IPR027417
4ly6	U	IPR027417
4ly6	V	IPR027417
4ly6	W	IPR027417
4ly6	X	IPR027417
4lya	A	IPR027417
4lyf	A	IPR027417
4lyf	B	IPR027417
4lyf	C	IPR027417
4lyh	A	IPR027417
4lyh	B	IPR027417
4lyh	C	IPR027417
4lyj	A	IPR027417
4lzz	A	IPR027417
4lzz	B	IPR027417
4lzz	C	IPR027417
4lzz	D	IPR027417
4lzz	E	IPR027417
4lzz	F	IPR027417
4lzz	G	IPR027417
4lzz	H	IPR027417
4lzz	I	IPR027417
4lzz	J	IPR027417
4lzz	K	IPR027417
4lzz	L	IPR027417
4lzz	M	IPR027417
4lzz	N	IPR027417
4lzz	O	IPR027417
4lzz	P	IPR027417
4lzz	Q	IPR027417
4lzz	R	IPR027417
4lzz	S	IPR027417
4lzz	T	IPR027417
4lzz	U	IPR027417
4lzz	V	IPR027417
4lzz	W	IPR027417
4lzz	X	IPR027417
4m0g	A	IPR027417
4m0g	B	IPR027417
4m0l	A	IPR027417
4m0l	B	IPR027417
4m0l	C	IPR027417
4m0l	D	IPR027417
4m0l	E	IPR027417
4m0l	F	IPR027417
4m1k	A	IPR027417
4m1m	A	IPR027417
4m1m	B	IPR027417
4m1o	A	IPR027417
4m1o	B	IPR027417
4m1o	C	IPR027417
4m1s	A	IPR027417
4m1s	B	IPR027417
4m1s	C	IPR027417
4m1t	A	IPR027417
4m1t	B	IPR027417
4m1t	C	IPR027417
4m1w	A	IPR027417
4m1w	B	IPR027417
4m1w	C	IPR027417
4m1y	A	IPR027417
4m1y	B	IPR027417
4m1y	C	IPR027417
4m21	A	IPR027417
4m21	B	IPR027417
4m21	C	IPR027417
4m22	A	IPR027417
4m22	B	IPR027417
4m22	C	IPR027417
4m2l	A	IPR027417
4m2s	A	IPR027417
4m2s	B	IPR027417
4m2t	A	IPR027417
4m2t	B	IPR027417
4m4s	A	IPR027417
4m4w	A	IPR027417
4m4w	B	IPR027417
4m4w	C	IPR027417
4m4w	D	IPR027417
4m4w	E	IPR027417
4m4w	F	IPR027417
4m4w	J	IPR027417
4m4w	K	IPR027417
4m4w	L	IPR027417
4m4w	M	IPR027417
4m4w	N	IPR027417
4m4w	O	IPR027417
4m53	A	IPR027417
4m8n	E	IPR027417
4m8n	F	IPR027417
4m8n	G	IPR027417
4m8n	H	IPR027417
4m9d	A	IPR027417
4m9d	B	IPR027417
4m9q	A	IPR027417
4m9q	B	IPR027417
4m9q	C	IPR027417
4m9s	A	IPR027417
4m9s	B	IPR027417
4m9s	C	IPR027417
4m9s	D	IPR027417
4m9x	A	IPR027417
4m9x	B	IPR027417
4m9y	A	IPR027417
4m9y	B	IPR027417
4m9z	A	IPR027417
4m9z	B	IPR027417
4m9z	C	IPR027417
4m9z	D	IPR027417
4ma4	A	IPR027417
4mde	A	IPR027417
4mde	B	IPR027417
4mdf	A	IPR027417
4mdf	B	IPR027417
4mgi	R	IPR027417
4mgk	R	IPR027417
4mgy	R	IPR027417
4mgz	R	IPR027417
4mh0	R	IPR027417
4mit	A	IPR027417
4mit	B	IPR027417
4mit	C	IPR027417
4mit	D	IPR027417
4mkf	A	IPR027417
4mkf	B	IPR027417
4mkg	A	IPR027417
4mkh	A	IPR027417
4mki	A	IPR027417
4mki	B	IPR027417
4mqb	A	IPR027417
4mqb	B	IPR027417
4mrn	A	IPR027417
4mrn	B	IPR027417
4mrp	A	IPR027417
4mrp	B	IPR027417
4mrr	A	IPR027417
4mrr	B	IPR027417
4mrs	A	IPR027417
4mrs	B	IPR027417
4mrv	A	IPR027417
4mrv	B	IPR027417
4mua	A	IPR027417
4mub	A	IPR027417
4myc	A	IPR027417
4myc	B	IPR027417
4myc	C	IPR027417
4myh	A	IPR027417
4myh	B	IPR027417
4myh	C	IPR027417
4myt	A	IPR027417
4myu	A	IPR027417
4n0d	A	IPR027417
4n0e	A	IPR027417
4n0n	A	IPR027417
4n0o	A	IPR027417
4n0o	C	IPR027417
4n0o	E	IPR027417
4n0o	G	IPR027417
4n1a	A	IPR027417
4n1a	B	IPR027417
4n1a	C	IPR027417
4n1a	E	IPR027417
4n3g	A	IPR027417
4n3n	A	IPR027417
4n3s	A	IPR027417
4n3s	B	IPR027417
4nbs	A	IPR027417
4ncf	A	IPR027417
4ncf	B	IPR027417
4nch	A	IPR027417
4nch	B	IPR027417
4nci	A	IPR027417
4ncj	A	IPR027417
4ncj	B	IPR027417
4ncj	C	IPR027417
4ncj	D	IPR027417
4nck	A	IPR027417
4nck	B	IPR027417
4ncl	A	IPR027417
4ncl	B	IPR027417
4ncn	A	IPR027417
4ncn	B	IPR027417
4ndz	A	IPR027417
4ndz	B	IPR027417
4ndz	C	IPR027417
4ndz	D	IPR027417
4ndz	E	IPR027417
4ndz	F	IPR027417
4ne2	A	IPR027417
4ne2	B	IPR027417
4nh0	A	IPR027417
4nh0	B	IPR027417
4nho	A	IPR027417
4nkr	A	IPR027417
4nkr	B	IPR027417
4nkr	C	IPR027417
4nkr	D	IPR027417
4nkr	E	IPR027417
4nl4	H	IPR027417
4nl8	A	IPR027417
4nl8	B	IPR027417
4nl8	E	IPR027417
4nmm	A	IPR027417
4nmn	A	IPR027417
4nmn	B	IPR027417
4non	A	IPR027417
4non	B	IPR027417
4np6	A	IPR027417
4np6	B	IPR027417
4np6	C	IPR027417
4np6	D	IPR027417
4nph	A	IPR027417
4ntz	A	IPR027417
4nu0	A	IPR027417
4nu0	B	IPR027417
4nyi	Q	IPR027417
4nyi	R	IPR027417
4nyj	Q	IPR027417
4nyj	R	IPR027417
4nym	Q	IPR027417
4nym	R	IPR027417
4nzy	A	IPR027417
4nzy	B	IPR027417
4o0m	A	IPR027417
4o0m	B	IPR027417
4o0m	C	IPR027417
4o25	A	IPR027417
4o25	B	IPR027417
4o2l	A	IPR027417
4o2l	B	IPR027417
4o2r	A	IPR027417
4o2r	B	IPR027417
4o3m	A	IPR027417
4obe	A	IPR027417
4obe	B	IPR027417
4ohv	A	IPR027417
4ohw	A	IPR027417
4ohx	A	IPR027417
4ohy	A	IPR027417
4ohz	A	IPR027417
4oi0	A	IPR027417
4oi1	A	IPR027417
4oi2	A	IPR027417
4oi4	A	IPR027417
4oi4	C	IPR027417
4ojk	A	IPR027417
4ojk	B	IPR027417
4ojq	A	IPR027417
4ojq	B	IPR027417
4ok3	A	IPR027417
4ok3	B	IPR027417
4ok5	A	IPR027417
4ok5	B	IPR027417
4ok6	A	IPR027417
4ok6	B	IPR027417
4oks	A	IPR027417
4oks	B	IPR027417
4ol0	A	IPR027417
4on9	A	IPR027417
4on9	B	IPR027417
4oqf	A	IPR027417
4oql	A	IPR027417
4oql	B	IPR027417
4oqm	A	IPR027417
4oqm	B	IPR027417
4oqn	A	IPR027417
4oqn	B	IPR027417
4oqx	A	IPR027417
4oqx	B	IPR027417
4oyh	A	IPR027417
4oyh	B	IPR027417
4oyh	C	IPR027417
4oyh	D	IPR027417
4oyh	E	IPR027417
4ozq	A	IPR027417
4ozq	B	IPR027417
4p31	A	IPR027417
4p31	B	IPR027417
4p32	A	IPR027417
4p32	B	IPR027417
4p33	A	IPR027417
4p33	B	IPR027417
4p3y	A	IPR027417
4p4s	A	IPR027417
4p4s	B	IPR027417
4p4t	A	IPR027417
4p4u	A	IPR027417
4p7h	A	IPR027417
4p7h	B	IPR027417
4pa0	A	IPR027417
4pa0	B	IPR027417
4pam	A	IPR027417
4pan	A	IPR027417
4pao	A	IPR027417
4paq	A	IPR027417
4pc1	A	IPR027417
4pc1	B	IPR027417
4pc2	A	IPR027417
4pc2	B	IPR027417
4pc3	A	IPR027417
4pc3	B	IPR027417
4pc6	A	IPR027417
4pc6	B	IPR027417
4pc7	A	IPR027417
4pd3	A	IPR027417
4pd3	B	IPR027417
4pfo	A	IPR027417
4pfp	A	IPR027417
4pfp	C	IPR027417
4pfs	A	IPR027417
4pfs	B	IPR027417
4phf	A	IPR027417
4phg	A	IPR027417
4phh	A	IPR027417
4phh	B	IPR027417
4phh	C	IPR027417
4phh	D	IPR027417
4pht	A	IPR027417
4pht	B	IPR027417
4pht	C	IPR027417
4pj3	A	IPR027417
4pjj	A	IPR027417
4pjk	A	IPR027417
4pjl	A	IPR027417
4pjm	A	IPR027417
4pjn	A	IPR027417
4pk4	A	IPR027417
4pl0	A	IPR027417
4pl0	B	IPR027417
4po1	A	IPR027417
4po8	A	IPR027417
4po9	A	IPR027417
4poa	A	IPR027417
4ppf	A	IPR027417
4ppg	A	IPR027417
4ppn	A	IPR027417
4ppq	A	IPR027417
4pqf	A	IPR027417
4pqr	A	IPR027417
4pqy	A	IPR027417
4pr0	A	IPR027417
4psa	A	IPR027417
4psk	A	IPR027417
4psv	A	IPR027417
4ptl	A	IPR027417
4pwx	A	IPR027417
4pwx	B	IPR027417
4px9	A	IPR027417
4px9	B	IPR027417
4px9	C	IPR027417
4pxa	A	IPR027417
4pzl	A	IPR027417
4pzl	B	IPR027417
4pzl	C	IPR027417
4pzl	D	IPR027417
4pzy	A	IPR027417
4pzy	B	IPR027417
4pzz	A	IPR027417
4q00	A	IPR027417
4q00	B	IPR027417
4q00	C	IPR027417
4q01	A	IPR027417
4q01	B	IPR027417
4q02	A	IPR027417
4q03	A	IPR027417
4q18	A	IPR027417
4q18	B	IPR027417
4q19	A	IPR027417
4q19	B	IPR027417
4q1a	A	IPR027417
4q1a	B	IPR027417
4q1b	A	IPR027417
4q1b	B	IPR027417
4q1c	A	IPR027417
4q1c	B	IPR027417
4q1d	A	IPR027417
4q1d	B	IPR027417
4q1e	A	IPR027417
4q1e	B	IPR027417
4q1f	A	IPR027417
4q1f	B	IPR027417
4q21	A	IPR027417
4q2c	A	IPR027417
4q2d	A	IPR027417
4q47	A	IPR027417
4q47	B	IPR027417
4q48	A	IPR027417
4q48	B	IPR027417
4q4a	A	IPR027417
4q4a	B	IPR027417
4q4h	A	IPR027417
4q4h	B	IPR027417
4q4j	A	IPR027417
4q4j	B	IPR027417
4q4l	A	IPR027417
4q5i	A	IPR027417
4q5i	B	IPR027417
4q5i	C	IPR027417
4q5i	D	IPR027417
4q5i	E	IPR027417
4q5i	F	IPR027417
4q66	C	IPR027417
4q66	F	IPR027417
4q66	I	IPR027417
4q66	L	IPR027417
4q7j	B	IPR027417
4q7j	F	IPR027417
4q7k	A	IPR027417
4q7l	A	IPR027417
4q7l	B	IPR027417
4q7l	C	IPR027417
4q7m	B	IPR027417
4q9h	A	IPR027417
4q9i	A	IPR027417
4q9j	A	IPR027417
4q9k	A	IPR027417
4q9l	A	IPR027417
4q9u	B	IPR027417
4q9u	F	IPR027417
4qbf	A	IPR027417
4qbg	B	IPR027417
4qbh	A	IPR027417
4qbh	B	IPR027417
4qbi	A	IPR027417
4qbi	B	IPR027417
4qc2	A	IPR027417
4qc2	B	IPR027417
4qfm	A	IPR027417
4qg7	A	IPR027417
4qg7	B	IPR027417
4qga	A	IPR027417
4qga	B	IPR027417
4qgf	A	IPR027417
4qgf	B	IPR027417
4qgg	A	IPR027417
4qgg	B	IPR027417
4qgh	A	IPR027417
4qgh	B	IPR027417
4qhs	A	IPR027417
4qhs	B	IPR027417
4qhs	C	IPR027417
4qhs	D	IPR027417
4qhs	E	IPR027417
4qhs	F	IPR027417
4qhs	G	IPR027417
4qht	A	IPR027417
4qht	B	IPR027417
4qht	C	IPR027417
4qht	D	IPR027417
4qht	E	IPR027417
4qht	F	IPR027417
4qht	G	IPR027417
4qhy	A	IPR027417
4qj3	A	IPR027417
4qj4	A	IPR027417
4qj5	A	IPR027417
4qkq	A	IPR027417
4qkq	B	IPR027417
4qkq	C	IPR027417
4qkq	D	IPR027417
4qkq	E	IPR027417
4qkq	F	IPR027417
4qkq	G	IPR027417
4qkq	H	IPR027417
4qkq	I	IPR027417
4qkq	J	IPR027417
4qkq	K	IPR027417
4qkq	L	IPR027417
4ql3	A	IPR027417
4qm6	A	IPR027417
4qm6	B	IPR027417
4qm7	A	IPR027417
4qm7	B	IPR027417
4qnm	A	IPR027417
4qnr	A	IPR027417
4qos	A	IPR027417
4qqw	A	IPR027417
4qqw	C	IPR027417
4qqw	E	IPR027417
4qqw	G	IPR027417
4qqx	A	IPR027417
4qqx	C	IPR027417
4qqx	E	IPR027417
4qqx	G	IPR027417
4qqy	A	IPR027417
4qqy	C	IPR027417
4qqy	E	IPR027417
4qqy	G	IPR027417
4qqz	A	IPR027417
4qqz	C	IPR027417
4qqz	E	IPR027417
4qqz	G	IPR027417
4qrh	A	IPR027417
4qrh	B	IPR027417
4qrh	C	IPR027417
4qrh	D	IPR027417
4qu4	A	IPR027417
4qxa	A	IPR027417
4r2h	A	IPR027417
4r2i	A	IPR027417
4r71	A	IPR027417
4r71	C	IPR027417
4r7y	A	IPR027417
4r7y	B	IPR027417
4r7z	A	IPR027417
4r7z	B	IPR027417
4r7z	C	IPR027417
4r7z	D	IPR027417
4r7z	E	IPR027417
4r7z	F	IPR027417
4r7z	G	IPR027417
4r7z	H	IPR027417
4r7z	I	IPR027417
4r7z	J	IPR027417
4r7z	K	IPR027417
4r7z	L	IPR027417
4r7z	M	IPR027417
4r7z	N	IPR027417
4r7z	O	IPR027417
4r7z	P	IPR027417
4r8g	E	IPR027417
4r98	A	IPR027417
4r98	B	IPR027417
4r9u	C	IPR027417
4r9u	D	IPR027417
4rcy	A	IPR027417
4rcz	A	IPR027417
4rd0	A	IPR027417
4rd1	A	IPR027417
4rd2	A	IPR027417
4rd3	A	IPR027417
4rd4	A	IPR027417
4rd6	A	IPR027417
4rfs	A	IPR027417
4rfs	B	IPR027417
4rfv	A	IPR027417
4rfv	B	IPR027417
4rh7	A	IPR027417
4rjl	A	IPR027417
4rke	A	IPR027417
4rkf	A	IPR027417
4rkf	B	IPR027417
4rsg	A	IPR027417
4rvc	A	IPR027417
4ry2	A	IPR027417
4ry2	B	IPR027417
4rz2	A	IPR027417
4rz2	B	IPR027417
4rz3	A	IPR027417
4rz3	B	IPR027417
4rzu	A	IPR027417
4rzu	B	IPR027417
4rzx	A	IPR027417
4rzx	B	IPR027417
4s0f	A	IPR027417
4s0f	B	IPR027417
4s20	K	IPR027417
4s20	L	IPR027417
4s2e	A	IPR027417
4s2e	B	IPR027417
4s35	A	IPR027417
4s35	B	IPR027417
4tl6	A	IPR027417
4tl6	B	IPR027417
4tl6	C	IPR027417
4tl7	A	IPR027417
4tl7	B	IPR027417
4tl7	C	IPR027417
4tl7	D	IPR027417
4tl7	E	IPR027417
4tl7	F	IPR027417
4tl8	A	IPR027417
4tl8	B	IPR027417
4tl8	C	IPR027417
4tl8	D	IPR027417
4tl8	E	IPR027417
4tl8	F	IPR027417
4tl9	A	IPR027417
4tl9	B	IPR027417
4tl9	C	IPR027417
4tl9	D	IPR027417
4tl9	E	IPR027417
4tl9	F	IPR027417
4tla	A	IPR027417
4tla	B	IPR027417
4tla	C	IPR027417
4tla	D	IPR027417
4tla	E	IPR027417
4tla	F	IPR027417
4tlb	A	IPR027417
4tlb	B	IPR027417
4tlb	C	IPR027417
4tlb	D	IPR027417
4tlb	E	IPR027417
4tlb	F	IPR027417
4tlc	A	IPR027417
4tlc	B	IPR027417
4tlc	C	IPR027417
4tlc	D	IPR027417
4tlc	E	IPR027417
4tlc	F	IPR027417
4tld	A	IPR027417
4tld	B	IPR027417
4tld	C	IPR027417
4tld	D	IPR027417
4tld	E	IPR027417
4tld	F	IPR027417
4tle	A	IPR027417
4tle	B	IPR027417
4tle	C	IPR027417
4tle	D	IPR027417
4tle	E	IPR027417
4tle	F	IPR027417
4tmk	A	IPR027417
4tmt	A	IPR027417
4tmt	B	IPR027417
4tmu	A	IPR027417
4tmv	A	IPR027417
4tmv	B	IPR027417
4tmw	A	IPR027417
4tmw	B	IPR027417
4tmx	A	IPR027417
4tmx	B	IPR027417
4tmz	A	IPR027417
4tmz	B	IPR027417
4tn1	A	IPR027417
4tn1	B	IPR027417
4tq9	A	IPR027417
4tq9	B	IPR027417
4tqa	A	IPR027417
4tqa	B	IPR027417
4tqu	S	IPR027417
4tqu	T	IPR027417
4tqv	C	IPR027417
4tqv	D	IPR027417
4tqv	G	IPR027417
4tqv	H	IPR027417
4tqv	K	IPR027417
4tqv	L	IPR027417
4tqv	O	IPR027417
4tqv	P	IPR027417
4tsf	A	IPR027417
4tsf	B	IPR027417
4tsf	C	IPR027417
4tsf	D	IPR027417
4tsf	E	IPR027417
4tsf	F	IPR027417
4tt3	A	IPR027417
4tt3	B	IPR027417
4tt3	C	IPR027417
4tt3	D	IPR027417
4tt3	E	IPR027417
4tt3	F	IPR027417
4ttp	A	IPR027417
4ttq	A	IPR027417
4ttr	A	IPR027417
4twz	A	IPR027417
4tyn	A	IPR027417
4typ	A	IPR027417
4typ	B	IPR027417
4typ	C	IPR027417
4typ	D	IPR027417
4tyq	A	IPR027417
4tyq	B	IPR027417
4tyw	A	IPR027417
4tyy	A	IPR027417
4tz0	A	IPR027417
4tz6	A	IPR027417
4u00	A	IPR027417
4u02	A	IPR027417
4u02	B	IPR027417
4u02	C	IPR027417
4u02	D	IPR027417
4u4c	A	IPR027417
4u5x	A	IPR027417
4u7d	A	IPR027417
4u7d	B	IPR027417
4u7d	C	IPR027417
4u7d	D	IPR027417
4uaq	A	IPR027417
4ubf	A	IPR027417
4ubf	B	IPR027417
4ubf	C	IPR027417
4ubf	D	IPR027417
4ue5	D	IPR027417
4uj3	A	IPR027417
4uj3	D	IPR027417
4uj3	G	IPR027417
4uj3	J	IPR027417
4uj3	M	IPR027417
4uj3	P	IPR027417
4uj3	S	IPR027417
4uj3	V	IPR027417
4uj4	A	IPR027417
4uj4	D	IPR027417
4uj4	G	IPR027417
4uj4	J	IPR027417
4uj5	A	IPR027417
4uj5	B	IPR027417
4ujc	AB	IPR027417
4ujd	BB	IPR027417
4ukd	A	IPR027417
4unn	A	IPR027417
4unn	B	IPR027417
4unp	A	IPR027417
4unq	A	IPR027417
4unq	B	IPR027417
4unr	A	IPR027417
4unr	B	IPR027417
4uns	A	IPR027417
4uns	B	IPR027417
4upb	C	IPR027417
4upb	D	IPR027417
4upb	E	IPR027417
4uqo	A	IPR027417
4uqo	B	IPR027417
4uru	R	IPR027417
4urv	R	IPR027417
4urw	R	IPR027417
4urx	R	IPR027417
4ury	R	IPR027417
4urz	R	IPR027417
4us0	R	IPR027417
4us1	R	IPR027417
4us2	R	IPR027417
4uud	A	IPR027417
4uud	B	IPR027417
4uud	C	IPR027417
4uud	D	IPR027417
4uud	E	IPR027417
4uud	F	IPR027417
4uud	G	IPR027417
4uud	H	IPR027417
4uud	I	IPR027417
4uud	J	IPR027417
4uud	K	IPR027417
4uud	L	IPR027417
4uuk	A	IPR027417
4uuk	B	IPR027417
4uuk	C	IPR027417
4uuk	D	IPR027417
4uuk	E	IPR027417
4uuk	F	IPR027417
4uuk	G	IPR027417
4uuk	H	IPR027417
4uuk	I	IPR027417
4uuk	J	IPR027417
4uuk	K	IPR027417
4uuk	L	IPR027417
4ux3	A	IPR027417
4uxh	A	IPR027417
4uxh	B	IPR027417
4uxi	A	IPR027417
4uxi	B	IPR027417
4uxj	A	IPR027417
4uxj	B	IPR027417
4uxj	C	IPR027417
4uxj	D	IPR027417
4uxj	E	IPR027417
4uxj	F	IPR027417
4uxj	G	IPR027417
4uxj	H	IPR027417
4uxo	C	IPR027417
4uxp	C	IPR027417
4uxr	C	IPR027417
4uxs	C	IPR027417
4uxt	C	IPR027417
4uxy	C	IPR027417
4uy0	C	IPR027417
4v02	A	IPR027417
4v02	B	IPR027417
4v03	A	IPR027417
4v03	B	IPR027417
4v0k	A	IPR027417
4v0k	B	IPR027417
4v0l	A	IPR027417
4v0l	B	IPR027417
4v0m	A	IPR027417
4v0m	C	IPR027417
4v0m	E	IPR027417
4v0m	G	IPR027417
4v0n	A	IPR027417
4v0n	C	IPR027417
4v0n	E	IPR027417
4v0n	G	IPR027417
4v0o	A	IPR027417
4v0o	C	IPR027417
4v0o	E	IPR027417
4v0o	G	IPR027417
4v4b	AT	IPR027417
4v4l	A	IPR027417
4v4l	B	IPR027417
4v4l	C	IPR027417
4v4l	D	IPR027417
4v4l	E	IPR027417
4v4l	F	IPR027417
4v4l	G	IPR027417
4v4l	H	IPR027417
4v4l	I	IPR027417
4v4l	J	IPR027417
4v4l	K	IPR027417
4v4l	L	IPR027417
4v4l	M	IPR027417
4v4l	N	IPR027417
4v4l	O	IPR027417
4v4l	P	IPR027417
4v5f	AY	IPR027417
4v5f	CY	IPR027417
4v5g	AZ	IPR027417
4v5g	CZ	IPR027417
4v5l	AZ	IPR027417
4v5m	AY	IPR027417
4v5n	AY	IPR027417
4v5p	AZ	IPR027417
4v5p	CZ	IPR027417
4v5q	AZ	IPR027417
4v5q	CZ	IPR027417
4v5r	AZ	IPR027417
4v5r	CZ	IPR027417
4v5s	AZ	IPR027417
4v5s	CZ	IPR027417
4v68	AZ	IPR027417
4v69	AZ	IPR027417
4v6k	BC	IPR027417
4v6l	AC	IPR027417
4v6t	AY	IPR027417
4v6v	A1	IPR027417
4v6w	Az	IPR027417
4v6x	Az	IPR027417
4v7b	AY	IPR027417
4v7d	BZ	IPR027417
4v7f	o	IPR027417
4v85	AW	IPR027417
4v89	AW	IPR027417
4v8o	AY	IPR027417
4v8q	BZ	IPR027417
4v8u	AY	IPR027417
4v8u	CY	IPR027417
4v8y	CP	IPR027417
4v8z	CV	IPR027417
4v90	AY	IPR027417
4v9h	AY	IPR027417
4v9j	AY	IPR027417
4v9j	CY	IPR027417
4v9k	AY	IPR027417
4v9k	CY	IPR027417
4v9l	AY	IPR027417
4v9l	CY	IPR027417
4v9m	AY	IPR027417
4v9m	CY	IPR027417
4v9o	BV	IPR027417
4v9o	DV	IPR027417
4v9o	FV	IPR027417
4v9o	HV	IPR027417
4v9p	BV	IPR027417
4v9p	DV	IPR027417
4v9p	FV	IPR027417
4v9p	HV	IPR027417
4w29	AY	IPR027417
4w29	CY	IPR027417
4w2e	y	IPR027417
4w5h	A	IPR027417
4w5j	A	IPR027417
4w5j	B	IPR027417
4w5j	C	IPR027417
4w5j	D	IPR027417
4w5w	A	IPR027417
4w7s	A	IPR027417
4w7s	B	IPR027417
4w8f	A	IPR027417
4w8f	B	IPR027417
4w9m	C	IPR027417
4w9m	E	IPR027417
4w9m	I	IPR027417
4w9m	K	IPR027417
4wa7	A	IPR027417
4wbs	A	IPR027417
4wbs	B	IPR027417
4whj	A	IPR027417
4whj	B	IPR027417
4wia	A	IPR027417
4wia	B	IPR027417
4wia	C	IPR027417
4wnr	A	IPR027417
4wop	A	IPR027417
4wop	B	IPR027417
4wop	C	IPR027417
4wop	D	IPR027417
4wpo	BZ	IPR027417
4wpo	DZ	IPR027417
4wqf	BZ	IPR027417
4wqf	DZ	IPR027417
4wqu	BZ	IPR027417
4wqu	DZ	IPR027417
4wqy	BZ	IPR027417
4wqy	DZ	IPR027417
4wsi	A	IPR027417
4wsi	B	IPR027417
4wvf	A	IPR027417
4wvy	A	IPR027417
4wvy	B	IPR027417
4ww0	A	IPR027417
4ww0	B	IPR027417
4ww0	C	IPR027417
4ww4	A	IPR027417
4ww4	B	IPR027417
4wxp	A	IPR027417
4wxr	A	IPR027417
4wxr	B	IPR027417
4wz6	A	IPR027417
4wza	E	IPR027417
4wza	F	IPR027417
4wza	G	IPR027417
4wza	H	IPR027417
4wzb	E	IPR027417
4wzb	F	IPR027417
4wzb	G	IPR027417
4wzb	H	IPR027417
4x8h	A	IPR027417
4x8l	A	IPR027417
4x8l	B	IPR027417
4x8m	A	IPR027417
4x8o	A	IPR027417
4x8o	B	IPR027417
4xc6	A	IPR027417
4xc6	B	IPR027417
4xc7	A	IPR027417
4xc7	B	IPR027417
4xc8	A	IPR027417
4xc8	B	IPR027417
4xd7	A	IPR027417
4xd7	B	IPR027417
4xd7	C	IPR027417
4xd7	D	IPR027417
4xd7	E	IPR027417
4xd7	F	IPR027417
4xgc	A	IPR027417
4xgc	D	IPR027417
4xgc	E	IPR027417
4xgt	A	IPR027417
4xgu	A	IPR027417
4xgu	B	IPR027417
4xgu	C	IPR027417
4xgu	D	IPR027417
4xgu	E	IPR027417
4xgu	F	IPR027417
4xh9	B	IPR027417
4xh9	E	IPR027417
4xig	S	IPR027417
4xig	T	IPR027417
4xjx	A	IPR027417
4xjx	B	IPR027417
4xoi	A	IPR027417
4xoi	C	IPR027417
4xqk	A	IPR027417
4xqk	B	IPR027417
4xrp	A	IPR027417
4xrp	D	IPR027417
4xru	A	IPR027417
4xru	D	IPR027417
4xsg	A	IPR027417
4xsh	A	IPR027417
4xtc	S	IPR027417
4xtc	T	IPR027417
4xtr	A	IPR027417
4xtr	B	IPR027417
4xvq	A	IPR027417
4xvr	A	IPR027417
4xvu	A	IPR027417
4xvu	B	IPR027417
4xvu	G	IPR027417
4xvu	H	IPR027417
4xwa	A	IPR027417
4xwa	B	IPR027417
4xwk	A	IPR027417
4xwo	A	IPR027417
4xwo	B	IPR027417
4xwo	G	IPR027417
4xwo	H	IPR027417
4xwo	M	IPR027417
4xwo	N	IPR027417
4xwo	S	IPR027417
4xwo	T	IPR027417
4y05	A	IPR027417
4y0a	A	IPR027417
4y0v	A	IPR027417
4y0v	B	IPR027417
4yc7	A	IPR027417
4ydh	B	IPR027417
4ydh	D	IPR027417
